id0,id1,relationship,count
466832778,34449129,reply-to,1
1289879593,263159222,reply-to,1
2783333595,2147796222,mentioned,1
816140107,2937151552,reply-to,1
2303806101,866548200,reply-to,1
2808120791,1586355018,reply-to,1
445006581,1023720006,reply-to,11
3053957882,129644027,mentioned,2
2788275124,3048364917,mentioned,44
2903007798,2786847964,reply-to,3
1592440356,2508070955,reply-to,2
2646311149,30015139,reply-to,1
2984894812,2736022587,mentioned,1
2922425555,1597450388,reply-to,1
2892511407,2845538103,reply-to,1
289617959,126710614,reply-to,1
2768345009,2550962437,reply-to,1
3002474403,2902992522,mentioned,1
2326323615,1551453048,mentioned,1
386988166,1741597046,reply-to,9
2556936956,521973333,mentioned,3
2874237391,3014145779,reply-to,2
2865686718,2915944173,mentioned,1
2264882562,545317429,reply-to,2
1005019958,2607536108,reply-to,1
600657541,818317272,reply-to,1
2740294814,2543739436,reply-to,2
2985532282,3068449431,reply-to,1
47304781,1950407053,reply-to,1
3054478538,2741700639,mentioned,1
21549110,31216084,mentioned,1
531826432,3079566425,mentioned,4
2566146384,1560999871,reply-to,1
2807490858,2410880032,mentioned,1
1961621918,1674516554,mentioned,1
2786430847,622090858,mentioned,3
437206960,479034909,reply-to,1
2891155825,2408674502,reply-to,3
878756952,185049864,mentioned,2
2705435149,862154029,reply-to,2
2612413782,3008757551,reply-to,38
1708267536,2275410891,reply-to,1
1620008569,2686915602,reply-to,2
349322419,2437369184,mentioned,1
493752569,3045002010,mentioned,8
2943503850,2416878060,reply-to,1
732066373,479250666,reply-to,1
1597029800,1005019958,mentioned,1
282172973,30015139,reply-to,1
713475560,3048364917,reply-to,1
924719946,3019195853,mentioned,1
290252213,1548066919,reply-to,11
173955306,24210880,reply-to,1
3065410263,3025633421,reply-to,1
1289879593,97198239,mentioned,1
2881928495,981138342,reply-to,2
2880128194,2615278179,reply-to,27
2522760990,2377692914,reply-to,3
2387272225,2556936956,mentioned,6
2985532282,2793947713,reply-to,1
2815541726,1110287659,reply-to,1
2970923751,2865648505,reply-to,4
1895696557,2351718736,reply-to,2
433007443,828396511,reply-to,2
636119841,38001218,mentioned,18
1317804294,597104420,reply-to,1
2860208794,393887721,mentioned,5
2994098413,368539204,mentioned,1
349322419,213037272,reply-to,2
349322419,324549685,mentioned,1
540668662,34449129,mentioned,5
1314492812,1541250805,reply-to,1
902174090,1761197480,reply-to,1
361242300,2416453640,reply-to,1
479250666,946875966,reply-to,3
2916763553,2864529060,reply-to,3
34449129,28491592,mentioned,1
366846840,28491592,reply-to,1
1853317980,622090858,reply-to,2
2603075740,2263277981,mentioned,1
1068855752,556280482,mentioned,1
2369217662,2390420994,mentioned,1
3113062169,3081161019,reply-to,3
2857951264,2991434443,reply-to,2
2957466316,2615278179,reply-to,3
282714070,2860208794,mentioned,2
1222881480,22275527,mentioned,1
2858390162,545075817,mentioned,1
915668126,2686915602,reply-to,1
1935194071,2332928804,reply-to,1
627401371,556961842,mentioned,1
349322419,454212238,reply-to,1
393887721,572103841,reply-to,2
38076933,1493702257,mentioned,3
529099479,2556936956,reply-to,1
764262036,1908813554,mentioned,4
16857836,415331569,mentioned,1
1007075178,2435698778,reply-to,1
143595558,2474522750,reply-to,30
2884711825,2553324991,mentioned,1
1357683001,1337194476,mentioned,2
1096249652,1590216961,reply-to,2
2214937235,2924870174,mentioned,1
832193689,3008483010,mentioned,1
981138342,946875966,reply-to,2
1835184529,723612150,reply-to,1
1117334162,977560339,reply-to,7
3026609308,2902992522,mentioned,1
7775542,1908813554,reply-to,1
2861617391,2468190746,reply-to,2
2771521739,873722743,reply-to,1
569555883,608751123,reply-to,1
3094173384,1597450388,reply-to,2
475207776,469936713,reply-to,2
482095157,2682694812,reply-to,1
552077836,587782443,reply-to,4
1604212940,2845813648,mentioned,1
28491592,21275515,mentioned,8
3012703539,2153387948,reply-to,3
529099479,2439060728,mentioned,1
1148631102,626680694,reply-to,1
3035288194,2615278179,reply-to,22
1093113722,980960461,reply-to,1
2439060728,34449129,mentioned,1
2273324692,2783333595,reply-to,1
981138342,1062111559,reply-to,1
2822296983,1685756005,reply-to,1
602048036,1087002326,reply-to,1
320346780,609947049,reply-to,1
928930566,2855192379,reply-to,2
2974807259,1413761539,reply-to,1
2778247103,2284408772,reply-to,10
3031519894,1703199847,mentioned,1
2288877212,2364576901,reply-to,1
2861375037,622090858,reply-to,1
2211011073,173955306,mentioned,19
1656258320,3083033985,reply-to,3
2989291950,2945569220,reply-to,1
3014550959,2756749318,reply-to,2
1583718140,109235645,reply-to,1
2713099167,2621533948,reply-to,1
1005019958,2661016089,mentioned,1
2187938209,873722743,mentioned,1
1005019958,401670506,reply-to,88
369343803,239656656,mentioned,48
2711324962,2773868667,reply-to,2
2680674001,2371950685,reply-to,4
2886575672,922341182,reply-to,2
2807490858,3000526680,mentioned,1
946875966,1498721216,reply-to,3
1413761539,1410931411,reply-to,3
166731381,482095157,mentioned,1
2353280685,1741597046,reply-to,3
1656258320,3113062169,reply-to,3
2808572975,2543630830,reply-to,1
713475560,473626239,reply-to,4
540668662,1487362622,reply-to,1
2450321204,2575502369,reply-to,4
2211011073,320154349,mentioned,1
123649804,30015139,mentioned,15
2839446221,2956901459,mentioned,1
3092569571,182674933,mentioned,8
2795807813,2450678771,reply-to,7
466832778,2408674502,mentioned,1
873722743,2453853910,reply-to,1
3042749944,3021881283,reply-to,3
1268428160,572103841,mentioned,2
547172089,1483582435,reply-to,4
2398588146,1110287659,mentioned,2
61650284,21395879,mentioned,158
2504176853,2865648505,mentioned,1
2523733057,1908813554,reply-to,2
1708267536,2355655372,reply-to,2
728354640,580170650,reply-to,1
128321908,38001218,mentioned,10
2840389825,3006279699,reply-to,1
2233661895,2874237391,reply-to,1
486073610,518335800,reply-to,4
1126132572,1308959010,reply-to,1
2962116005,1337194476,mentioned,1
273203971,1685756005,reply-to,1
2731386749,2203640468,reply-to,3
3000526680,3014290671,reply-to,2
1455598650,320950424,reply-to,5
2966228541,2961453587,reply-to,28
2529032093,1060558130,mentioned,1
2214937235,2163234371,reply-to,1
411652759,767392836,reply-to,1
2928152198,3081161019,reply-to,1
2351718736,1705799604,mentioned,1
2196647034,30015139,reply-to,2
14221588,21395879,mentioned,1
629018116,24919244,reply-to,2
2970923751,928930566,mentioned,2
2717598373,71662669,reply-to,1
1512243644,69549218,reply-to,1
1490566874,878756952,mentioned,2
2896776131,2887983925,reply-to,2
2888167623,2615278179,reply-to,2
3065410263,2979296374,reply-to,1
2746356852,1373282454,reply-to,14
832193689,2410880032,reply-to,5
871714910,828396511,mentioned,1
3014521342,2953825694,reply-to,1
2416764139,2690892266,mentioned,1
2747144492,2974338520,reply-to,1
2543630830,2888682471,mentioned,1
2571502611,1626000211,reply-to,2
893276304,366035924,reply-to,1
1252358592,1188697692,reply-to,3
579278907,2362477976,mentioned,1
3025477798,2924870174,reply-to,1
2731552773,892493274,mentioned,1
1671796832,1067392194,reply-to,1
1699678674,873722743,mentioned,3
2196647034,124215190,mentioned,1
2362477976,2939104077,reply-to,2
349322419,31216084,mentioned,3
1190127122,25311240,reply-to,1
1272500016,1626000211,reply-to,2
608751123,2566146384,reply-to,1
539608375,588726003,reply-to,3
349322419,204346522,reply-to,1
1075421527,368437546,mentioned,1
2956901459,2981914066,reply-to,3
27542520,14221588,reply-to,8
3007047730,832193689,reply-to,1
2616033411,2566146384,reply-to,1
2889484479,2745010728,reply-to,8
1041763136,535782808,reply-to,1
2904020714,2888167623,reply-to,6
2971249788,2867785556,reply-to,2
1560961549,1347633547,mentioned,1
102029866,464521457,reply-to,3
797263375,1566829352,mentioned,1
2558487041,2522738775,reply-to,1
2734355331,2416878060,reply-to,3
2203640468,2377692914,reply-to,1
611755180,990148682,reply-to,2
2362477976,3031519894,mentioned,1
2255496499,2432197028,reply-to,1
2847684970,2956901459,reply-to,1
2926774899,3040103930,reply-to,2
633331131,587782443,reply-to,2
2772816767,563025694,reply-to,6
344115535,38001218,mentioned,9
509248562,977560339,mentioned,1
3048364917,2548680692,reply-to,1
2754672875,2975412119,reply-to,6
109235645,1583718140,mentioned,1
572103841,128321908,reply-to,2
433007443,589341373,reply-to,4
52055326,2828967314,reply-to,1
24722494,24919244,mentioned,1
745180039,580170650,reply-to,1
3007517876,2314033626,mentioned,1
2908753989,1540193808,reply-to,2
2971871464,2987169382,mentioned,1
1038908624,873722743,reply-to,1
803303162,556280482,reply-to,1
2913204921,2784809499,reply-to,3
540668662,61650284,mentioned,24
2437369184,462483794,mentioned,1
739895509,2248459323,reply-to,2
2793947713,2865761030,reply-to,2
1037217606,916499382,reply-to,4
153128126,2860208794,reply-to,1
2865761030,1442618282,reply-to,4
1350874850,2258733919,reply-to,2
2203050737,2416878060,reply-to,1
7775542,128321908,reply-to,2
3009534506,3060325073,reply-to,1
731105472,2163234371,mentioned,2
2985532282,2981635974,reply-to,1
1423960525,1084607958,mentioned,1
1965626888,3065410263,reply-to,2
2857992616,2606885751,mentioned,1
1132427256,2309336790,reply-to,2
1117334162,136034513,reply-to,4
2762127413,21395879,mentioned,2
2523733057,14221588,mentioned,2
1727080466,244939585,reply-to,1
282714070,3045380097,reply-to,1
983400091,1134540038,reply-to,1
708088992,569555883,reply-to,4
2880128194,1894808334,reply-to,3
1289879593,47304781,mentioned,1
2396146126,2958599709,mentioned,1
366035924,544477696,reply-to,1
1492569428,2750156443,reply-to,1
71662669,25311240,mentioned,5
1049258474,1247389206,reply-to,3
732066373,848141580,reply-to,1
809551405,569555883,reply-to,1
2515416862,2516850933,reply-to,3
2263277981,2913052311,reply-to,1
2267054235,2962664406,mentioned,1
2641626454,859486016,reply-to,16
2887997433,2733576793,mentioned,1
295072443,332770861,reply-to,6
2858134504,2222596247,reply-to,8
44633681,14221588,mentioned,1
2879027553,1197339265,reply-to,2
2872752779,3081161019,reply-to,4
1436549760,28491592,mentioned,1
1490566874,21275515,reply-to,1
496703327,2416403097,reply-to,1
1447001018,393887721,mentioned,1
173955306,57733842,reply-to,1
1705799604,3035288194,reply-to,1
857673764,2902437564,reply-to,1
946875966,920231154,reply-to,6
15683103,19881665,reply-to,4
1544690618,740050238,mentioned,2
611755180,726964724,reply-to,3
2904020714,3014145779,mentioned,4
763256432,21395879,reply-to,1
499002616,16857836,mentioned,1
2652047742,1729378902,mentioned,1
2558487041,873722743,reply-to,1
2553364668,2881547421,reply-to,1
3087428006,629741619,mentioned,2
2509044487,2731552773,mentioned,1
17021806,123649804,mentioned,1
2860208794,349322419,mentioned,6
600657541,3024025395,reply-to,4
182674933,3076709458,reply-to,1
2939886686,2314033626,mentioned,2
2320332542,2423903229,reply-to,4
2198974326,873722743,mentioned,2
2602736065,2772317204,reply-to,1
2576957810,38076933,mentioned,14
2818945482,19405774,mentioned,1
61650284,24959879,reply-to,1
933134821,243836346,mentioned,64
1917361800,1337194476,reply-to,1
334454200,32122637,mentioned,4
182674933,1692004315,mentioned,1
2865761030,2788275124,mentioned,4
81738522,2828967314,mentioned,1
2658511304,2646605725,mentioned,3
419669921,14375658,mentioned,1
2387272225,30015139,mentioned,1
2784961566,2366597018,reply-to,1
2889717267,2543630830,reply-to,1
233048570,764262036,mentioned,1
2290077955,1337194476,mentioned,2
33470306,126710614,reply-to,1
2507658785,946875966,reply-to,2
2989026548,3001638483,reply-to,2
1594479060,2558487041,reply-to,1
388353254,611755180,reply-to,2
16857836,23683895,reply-to,1
2522946086,3063133187,reply-to,1
1036114669,2710325050,reply-to,1
2220676963,2662050363,reply-to,12
69970162,2815541726,mentioned,1
1110287659,44145732,mentioned,1
2495608604,2956901459,reply-to,1
2639177295,2198647110,reply-to,3
2300746824,2474443172,mentioned,1
3075014609,2981914066,reply-to,2
213037272,16192111,mentioned,6
946875966,2520738704,mentioned,1
2355655372,915668126,reply-to,4
2690892266,2569486099,mentioned,1
611755180,272188207,reply-to,1
1373627030,573178253,reply-to,1
973810327,91409460,mentioned,1
2896955844,2290579451,reply-to,4
2951925615,1272500016,mentioned,1
2754672875,2175109904,reply-to,14
2515416862,866548200,reply-to,3
2858134504,2493501393,reply-to,6
2682694812,28491592,mentioned,2
2892511407,2450678771,reply-to,5
2309336790,809938064,reply-to,2
2353280685,2416878060,reply-to,1
3002474403,3041122660,reply-to,6
2543739436,2820866248,reply-to,1
1289879593,2576957810,reply-to,3
499829472,1865494322,mentioned,1
28805729,198163617,mentioned,1
2782470592,1950407053,mentioned,1
2796884009,2515416862,reply-to,1
73203781,24959879,mentioned,1
1373627030,2606885751,reply-to,10
1170075235,1090408218,reply-to,2
3020775656,2615278179,reply-to,4
544059435,919556972,reply-to,2
2237826651,2181777332,reply-to,8
2993353912,2856063795,reply-to,1
2956901459,2741700639,mentioned,4
582163782,549217987,reply-to,17
2326323615,622090858,reply-to,1
60366403,1440902882,mentioned,4
3081161019,3014521342,reply-to,1
161268346,14221588,reply-to,23
900569918,1393378628,mentioned,1
2918936502,201666883,mentioned,1
71662669,38001218,reply-to,2
473626239,529448861,mentioned,1
2741700639,2362477976,reply-to,2
2416403097,2445712264,reply-to,11
3048696941,866548200,mentioned,4
2320332542,556827276,reply-to,1
2323022100,1272500016,reply-to,3
2822117342,1379034313,mentioned,1
2860208794,1289879593,reply-to,1
1075981693,973810327,reply-to,2
1895455093,873722743,mentioned,1
1140918398,38001218,mentioned,28
2782470592,62662949,reply-to,1
2265058604,2962441832,reply-to,1
3025633421,3084079288,reply-to,1
2198647110,2885555469,reply-to,1
226796634,185418807,reply-to,1
582163782,2879198265,reply-to,1
3058250698,3026567187,mentioned,1
18037144,349458048,reply-to,3
2556782974,866548200,reply-to,1
1289879593,1061561653,reply-to,2
1060558130,2874237391,reply-to,1
3115715562,1498457600,reply-to,1
1529213676,2788275124,reply-to,21
3080447771,550135928,mentioned,1
2692227212,368539204,reply-to,1
428538189,1032964736,reply-to,3
1420914691,1234881792,mentioned,1
776944543,3035288194,reply-to,1
1442618282,2950225408,reply-to,3
436207450,446500690,reply-to,1
540352841,540668662,mentioned,2
16857836,2815541726,mentioned,1
3073404545,3074422281,reply-to,1
2892511407,2569486099,reply-to,1
80183577,772928647,mentioned,1
873722743,2566146384,mentioned,1
338520637,462483794,mentioned,1
368539204,2353280685,reply-to,2
2507658785,2468190746,mentioned,1
448286628,604796662,reply-to,2
2781629009,2733576793,mentioned,3
1319203380,1064267425,mentioned,1
41109816,25311240,mentioned,2
37936484,1223476910,mentioned,1
2793245421,2850300405,reply-to,1
60366403,21700435,reply-to,3
2416878060,2522760990,reply-to,2
1447001018,158461099,mentioned,1
596887049,19405774,reply-to,1
22275527,2942487587,mentioned,8
3102510248,2492448252,reply-to,2
2356889202,1284096710,reply-to,1
883308811,2457652208,mentioned,1
1965626888,2300746824,reply-to,22
2908593735,2290579451,mentioned,1
604528167,600657541,reply-to,2
368437546,1140918398,reply-to,1
1075421527,2942487587,mentioned,10
2932694680,1471191422,mentioned,1
462483794,17021806,mentioned,2
1373627030,1347633547,reply-to,1
364623318,573910509,reply-to,1
1023720006,946875966,mentioned,1
2871787100,2615278179,reply-to,1
2362477976,2845225180,reply-to,1
2193489145,368539204,mentioned,1
3007047730,1152496548,reply-to,4
1013799096,2355655372,reply-to,1
2627171572,1084607958,mentioned,1
937718629,535436903,reply-to,6
3007517876,173955306,mentioned,1
3076709458,1561234734,reply-to,1
2453853910,556827276,reply-to,1
2654661861,2784961566,reply-to,2
372790885,25311240,reply-to,1
2869896284,3060325073,reply-to,1
545075817,2198647110,mentioned,38
2945391127,2567326687,reply-to,3
2879884035,2740082962,reply-to,2
294420572,1329931573,reply-to,1
2439060728,1908813554,mentioned,1
1411151478,1442618282,reply-to,7
1005019958,2390131454,mentioned,1
2566080701,1976845832,mentioned,1
2200379652,556961842,reply-to,8
16857836,1061561653,mentioned,8
1219824277,366035924,reply-to,5
1410931411,3014145779,reply-to,3
2856063795,1656258320,reply-to,45
2182281049,2956349634,mentioned,1
2937151552,579278907,reply-to,1
149698476,605200816,reply-to,2
1109782843,2904205958,reply-to,8
2450069605,3021881283,reply-to,8
2804783927,2984120243,mentioned,1
920231154,3014550959,reply-to,3
2282119584,919556972,reply-to,1
586982939,946875966,reply-to,1
21275515,349322419,reply-to,2
28093339,572184258,mentioned,1
3070665718,3070629280,mentioned,1
136886238,636549518,reply-to,1
899052614,713727168,reply-to,1
1620008569,2850300405,mentioned,4
2205063006,2501718524,reply-to,2
44144329,897509594,mentioned,7
2915944173,1902441768,reply-to,2
3028302445,3041296181,reply-to,8
2416878060,602112899,reply-to,2
883308811,112622989,mentioned,1
2898043380,2745927437,reply-to,3
158461099,1493702257,mentioned,1
1062111559,236606692,reply-to,1
423116142,1375664096,reply-to,1
213037272,280561901,reply-to,1
122463378,34449129,reply-to,1
2254676649,2300746824,mentioned,1
2705747102,3025464477,mentioned,1
320154349,35272731,reply-to,5
2793947713,368940233,reply-to,1
462483794,16857836,mentioned,1
1060558130,2615278179,mentioned,1
2556936956,138663266,mentioned,2
2740082962,619577202,reply-to,1
705553072,2193489145,reply-to,1
27910684,78091695,reply-to,61
438551314,2832384698,reply-to,37
1682421781,1507770649,reply-to,7
42401442,393887721,mentioned,3
866548200,2413179710,reply-to,2
2553052320,1908813554,mentioned,1
1007075178,2355655372,reply-to,1
3005288667,3027341596,mentioned,1
1699678674,1686971364,reply-to,3
2752663556,129644027,mentioned,45
1663234574,913106383,mentioned,2
1152496548,2764908505,mentioned,1
21395879,2998919746,reply-to,1
540668662,213037272,reply-to,6
2257430548,2532816409,reply-to,11
636549518,433007443,mentioned,1
2763281153,1692004315,reply-to,1
33470306,14221588,mentioned,6
30015139,2891155825,reply-to,1
161268346,521973333,mentioned,1
2865761030,2548680692,reply-to,1
3012703539,2908593735,reply-to,1
374751288,862154029,reply-to,1
227392272,115117283,mentioned,1
2161314089,2999589333,reply-to,3
935324653,2807490858,reply-to,4
2235438835,48304438,reply-to,1
2857951264,2845225180,reply-to,3
1440902882,482095157,reply-to,1
3000899473,2958599709,reply-to,5
23683895,239656656,reply-to,1
1335111212,1216456543,mentioned,1
2300121629,1897550438,reply-to,4
1199537131,415742330,reply-to,2
1671412549,1685756005,reply-to,2
545317429,3095564407,mentioned,5
2445712264,731105472,reply-to,2
419669921,1893310921,mentioned,1
2902992522,399489979,reply-to,1
1129358006,2410880032,reply-to,2
166731381,233068578,reply-to,1
1499025728,1596556783,reply-to,3
2804783927,2984120243,reply-to,2
2338020271,1217286588,reply-to,1
2159169763,2157667283,reply-to,81
2336139639,2747144492,mentioned,2
1548066919,1373282454,reply-to,1
3007047730,2362477976,reply-to,1
2710325050,777200318,reply-to,5
1431886142,1056168192,reply-to,1
148382170,17021806,reply-to,1
327089688,202642499,mentioned,2
711871560,1321252634,reply-to,7
2325447492,1685756005,reply-to,1
2889466734,2569486099,reply-to,1
19741778,22739948,mentioned,1
127984041,155654553,mentioned,1
21395879,28491592,mentioned,10
1321057975,1337194476,reply-to,2
3019590369,2276849961,mentioned,1
448282180,97263296,reply-to,2
2887997433,1586355018,reply-to,1
2379545004,320154349,reply-to,4
2864529060,1060558130,reply-to,1
2670222367,24919244,mentioned,4
2211011073,482095157,reply-to,3
2951925615,2680674001,reply-to,1
2731386749,2912344209,reply-to,7
2945865628,2468269830,reply-to,2
61650284,883308811,reply-to,2
2198974326,1720324578,mentioned,2
2813148224,1452813307,reply-to,1
3044064122,2874237391,reply-to,36
349322419,14375658,mentioned,2
1137467436,1598801928,reply-to,1
2366597018,2662050363,mentioned,1
2945569220,2763424786,reply-to,1
158461099,1493702257,reply-to,3
1572006127,2540314239,reply-to,5
2922425555,1734176052,reply-to,2
569555883,862154029,reply-to,1
1263298747,622090858,reply-to,1
547172089,479250666,mentioned,3
90949762,2502298979,reply-to,1
2815541726,462483794,mentioned,1
30015139,38076933,mentioned,18
3086868114,3044311823,mentioned,1
3108660478,3081161019,mentioned,1
2662050363,2355655372,reply-to,1
2651765658,897509594,reply-to,1
2511575586,2598010388,reply-to,3
2987744464,3006444471,reply-to,3
1222881480,19730434,reply-to,1
135209978,25311240,reply-to,1
222216222,1120980493,reply-to,1
2866312337,19387021,mentioned,2
457706466,892493274,mentioned,1
2737592436,2275237666,reply-to,2
482481595,484783355,reply-to,3
1216131781,1223183936,reply-to,5
516728592,3028187520,reply-to,2
2362477976,2896776131,reply-to,1
2908593735,3113062169,reply-to,2
2445712264,1413761539,reply-to,3
2923933541,1440902882,reply-to,1
2416453640,2658511304,reply-to,20
480888630,472364249,mentioned,1
2602736065,2493501393,reply-to,2
1396817059,866548200,reply-to,1
338426302,580170650,mentioned,1
31706187,25311240,mentioned,2
487728741,486073610,reply-to,5
466832778,883308811,reply-to,15
2604295345,2358767018,reply-to,1
411652759,376275278,reply-to,1
215598722,2896141499,reply-to,2
1203078194,977560339,reply-to,12
213037272,21395879,reply-to,2
27542520,320154349,reply-to,7
1618953558,1087002326,mentioned,2
2445712424,2365779632,reply-to,1
2874686736,1963113289,reply-to,2
459623780,549217987,reply-to,18
1604212940,1205429120,mentioned,1
1901794309,2937595227,reply-to,1
1614482792,1087002326,reply-to,2
143595558,873722743,mentioned,3
1064267425,1046235289,mentioned,7
2501405969,1337194476,reply-to,1
36199875,122463378,reply-to,1
1734176052,2987744464,reply-to,1
70871291,35061561,reply-to,26
2233661895,2362477976,reply-to,1
46559471,129644027,mentioned,4
2923217609,831819066,reply-to,1
2724612664,2733576793,mentioned,1
1433319247,977560339,reply-to,1
2516850933,2355655372,mentioned,2
2686929092,2747064597,reply-to,6
2483081885,2477228716,mentioned,1
3080447771,188835953,mentioned,1
883308811,2645968750,reply-to,6
2895191582,1329931573,reply-to,4
883308811,2891883116,mentioned,1
2541327975,2508764293,reply-to,2
27649141,232444717,mentioned,6
717205588,282714070,mentioned,1
1683126660,1035886063,reply-to,3
544477696,437206960,reply-to,1
2874657915,760394310,reply-to,16
1257446070,781504950,reply-to,1
289617959,126710614,mentioned,3
832193689,1220363912,reply-to,2
883308811,482095157,reply-to,1
3074214311,2546461995,reply-to,1
3008639314,115117283,reply-to,1
883308811,466832778,reply-to,10
174161365,115117283,reply-to,1
1428907604,1270617889,reply-to,2
320154349,838205125,reply-to,4
2680674001,2932701166,reply-to,1
1164680960,981138342,reply-to,2
148382170,567237377,mentioned,1
22275527,393887721,mentioned,13
2918936502,2999803258,reply-to,1
2896138714,2956901459,reply-to,13
496194023,484783355,mentioned,4
386988166,271128440,reply-to,5
2743225625,2764553473,reply-to,1
1110190694,1685756005,reply-to,3
2896955844,2949371700,reply-to,2
2971249788,832193689,mentioned,1
3094173384,2987744464,reply-to,5
1685756005,2743225625,reply-to,1
809938064,2419593438,reply-to,5
2741700639,1452813307,reply-to,1
233068578,1754065898,reply-to,1
2865761030,2981914066,reply-to,7
2962670272,760394310,mentioned,2
2576957810,2314033626,mentioned,2
1493702257,320154349,mentioned,1
2832384698,563025694,reply-to,3
1965626888,2522946086,reply-to,3
1490566874,185017873,mentioned,3
2362477976,2615278179,reply-to,1
843246134,726964724,reply-to,3
1323608833,158461099,reply-to,1
2705435149,862154029,mentioned,1
2763424786,2760368279,reply-to,1
289617959,34449129,mentioned,1
619577202,545075817,mentioned,1
2737592436,1217286588,reply-to,2
2747144492,3015908311,reply-to,6
47926059,3064596995,reply-to,2
1094654942,977560339,mentioned,1
2904020714,2899404227,reply-to,3
28805729,21700435,mentioned,11
349458048,21700435,reply-to,2
2884145843,846960362,reply-to,1
2313235804,2602736065,reply-to,5
2867785556,2952572626,reply-to,3
2154702807,2412209312,reply-to,1
28491592,557068003,mentioned,1
2408674502,482095157,mentioned,53
1272500016,1090408218,reply-to,1
2916278961,2871787100,reply-to,3
2892577345,2793245421,reply-to,2
430127541,1598741904,mentioned,2
547172089,2522760990,reply-to,7
410785563,1217286588,reply-to,1
204346522,1222881480,mentioned,1
2567326687,2553364668,mentioned,11
21275515,21395879,mentioned,9
349322419,2918936502,mentioned,1
368437546,31624328,mentioned,1
3002429217,2863413880,mentioned,2
785767908,781504950,reply-to,1
479250666,790889654,reply-to,2
625788529,185369530,reply-to,5
2477228716,2390420994,mentioned,1
22739948,31216084,mentioned,1
1940124240,622090858,mentioned,1
190146107,75922852,reply-to,2
2198647110,1328219456,mentioned,1
290405188,1686971364,reply-to,1
2869228564,455569571,mentioned,2
2584217033,866548200,reply-to,1
625788529,568065437,mentioned,1
2864309362,2863413880,mentioned,1
3031785183,2981914066,reply-to,3
2535869868,2619345784,reply-to,1
1109782843,996552967,reply-to,4
212473020,2250821532,reply-to,9
2678629280,1618953558,reply-to,1
2609864878,622090858,reply-to,4
2772816767,1217286588,mentioned,1
415845289,2984120243,mentioned,1
2983027897,2355655372,reply-to,1
2734355331,43503799,reply-to,1
3075014609,2865761030,reply-to,1
3031785183,2856063795,reply-to,1
2332261381,2776291506,reply-to,4
2755648269,535436903,reply-to,2
1540193808,622090858,reply-to,3
388353254,587782443,reply-to,1
44145732,883308811,mentioned,1
2956349634,1317551240,reply-to,2
2981614130,2989291950,reply-to,1
2869896284,2450678771,reply-to,2
46508855,135553566,mentioned,1
2615278179,2453853910,reply-to,1
161268346,64814859,reply-to,2
2985532282,2731748451,reply-to,1
1339621170,2323022100,reply-to,1
3014145779,3048299234,mentioned,1
2658511304,2771846357,reply-to,3
1222881480,128321908,reply-to,71
553637966,892493274,reply-to,2
2320332542,3025464477,mentioned,1
2947366437,2615278179,reply-to,2
883308811,166731381,mentioned,1
587782443,552077836,mentioned,3
361242300,1007075178,reply-to,4
38001218,14221588,mentioned,12
1483582435,1347633547,reply-to,1
2468190746,614879811,mentioned,6
2541327975,2661016089,reply-to,2
1075421527,411652759,reply-to,1
832193689,2609864878,reply-to,2
2727077459,2705435149,reply-to,2
2727206500,1313646014,mentioned,1
573178253,222216222,reply-to,2
21549110,90949762,reply-to,2
411652759,540668662,mentioned,1
1597450388,2290579451,mentioned,1
270532703,556961842,reply-to,1
2804783927,2747144492,reply-to,2
153128126,15868533,mentioned,1
3074214311,1656258320,reply-to,1
46508855,19730434,mentioned,1
883308811,3021779807,mentioned,1
393887721,71662669,reply-to,1
2214937235,2965981373,reply-to,1
1329117284,578381354,reply-to,2
59615041,1485742580,mentioned,10
2395111018,2582709833,reply-to,2
1727080466,2865648505,mentioned,1
2246710165,563025694,reply-to,1
2910308671,1692004315,reply-to,2
268543778,619577202,reply-to,1
2921983029,1413761539,reply-to,3
2842004310,1598801928,reply-to,6
535436903,2768998264,reply-to,4
2575631906,2377692914,reply-to,1
2986435885,2395111018,reply-to,7
619577202,2377921973,reply-to,1
1718375726,2615278179,reply-to,1
466832778,39414741,reply-to,1
865075694,222216222,reply-to,4
2811891904,2864529060,mentioned,2
1266052891,39358200,reply-to,1
2181777332,2353280685,reply-to,20
2461374865,1729378902,reply-to,1
2457652208,2387272225,mentioned,1
2904020714,2564279666,mentioned,1
2540314239,1572006127,reply-to,4
1429486316,622090858,reply-to,1
2350730738,930193242,reply-to,5
2847051356,1087002326,reply-to,1
792266816,94458238,reply-to,1
324549685,34449129,mentioned,1
2973311183,2783635658,mentioned,1
2147796222,961787250,reply-to,3
2752663556,232444717,mentioned,1
2887983925,2979296374,mentioned,1
594663412,856235250,reply-to,1
73203781,25311240,reply-to,1
2786430847,976849022,reply-to,2
857673764,3026567187,reply-to,1
1075421527,236258159,reply-to,5
2712980795,2930453675,reply-to,11
3045559810,1894808334,reply-to,1
920231154,2175109904,mentioned,2
1350874850,1665579421,reply-to,1
1663234574,2740082962,reply-to,1
3092569571,2953825694,reply-to,1
2355655372,2788275124,mentioned,12
3123924813,3030616062,reply-to,2
2828967314,462483794,reply-to,2
3048364917,2942905060,reply-to,4
1059328194,1529213676,reply-to,30
448282180,2891155825,mentioned,2
2954235867,2260762889,mentioned,1
2853229116,2654747130,reply-to,3
