user,follower,type,scraped_at
1117856455,2361727320,0,Mon Jan 18 11:43:51 +0000 2016
1429486316,2361727320,0,Mon Jan 18 11:43:51 +0000 2016
465746250,2361727320,0,Mon Jan 18 11:43:51 +0000 2016
812257711,2361727320,0,Mon Jan 18 11:43:51 +0000 2016
2873444470,2878516074,0,Mon Jan 18 11:43:51 +0000 2016
582163782,2878516074,0,Mon Jan 18 11:43:51 +0000 2016
1350874850,2878516074,0,Mon Jan 18 11:43:51 +0000 2016
619577202,2878516074,0,Mon Jan 18 11:43:51 +0000 2016
890103900,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
2269167442,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
1711814774,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
3136813377,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
2781357336,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
2361727320,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
2250880821,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
499472517,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
236507282,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
1490849174,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
585798312,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
615527475,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
735873264,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
619577202,3254365723,0,Mon Jan 18 11:43:53 +0000 2016
388353254,3254365723,0,Mon Jan 18 11:43:54 +0000 2016
251831017,3254365723,0,Mon Jan 18 11:43:54 +0000 2016
414595495,3254365723,0,Mon Jan 18 11:43:54 +0000 2016
527981215,3254365723,0,Mon Jan 18 11:43:54 +0000 2016
2186710336,3254365723,0,Mon Jan 18 11:43:54 +0000 2016
2290769879,3254365723,0,Mon Jan 18 11:43:54 +0000 2016
2317954604,3254365723,0,Mon Jan 18 11:43:54 +0000 2016
2274775495,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
2300746824,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
2306454688,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
1601930899,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
1406745332,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
1167726139,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
1261239666,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
850218727,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
1597573207,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
1918910587,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
2293065457,3254365723,0,Mon Jan 18 11:43:55 +0000 2016
2234796254,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
579278907,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
1206565364,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
1199323530,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
630629210,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
985030892,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
902174090,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
898649935,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
1023296978,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
931066844,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
519692975,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
840907788,3254365723,0,Mon Jan 18 11:43:56 +0000 2016
932030791,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
1187773399,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
1112679991,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
855692065,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
711430106,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
1218412526,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
484239933,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
790085935,3254365723,0,Mon Jan 18 11:43:57 +0000 2016
1147275906,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1317485712,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1391742530,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1334734910,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1293653582,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1167384414,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1327987164,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1324801291,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
1226633288,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
814029812,3254365723,0,Mon Jan 18 11:43:58 +0000 2016
